game_id,game_date,season,away_team_id,away_team,home_team_id,home_team,away_score,home_score,home_team_won
717187,2023-07-31,2023,108,Los Angeles Angels,144,Atlanta Braves,4,1,0
717188,2023-07-31,2023,113,Cincinnati Reds,112,Chicago Cubs,6,5,0
717189,2023-07-31,2023,143,Philadelphia Phillies,146,Miami Marlins,4,2,0
717190,2023-07-31,2023,109,Arizona Diamondbacks,137,San Francisco Giants,4,3,0
717192,2023-07-31,2023,158,Milwaukee Brewers,120,Washington Nationals,3,5,1
717167,2023-08-01,2023,111,Boston Red Sox,136,Seattle Mariners,6,4,0
717168,2023-08-01,2023,145,Chicago White Sox,140,Texas Rangers,0,2,1
717169,2023-08-01,2023,135,San Diego Padres,115,Colorado Rockies,8,5,0
717170,2023-08-01,2023,121,New York Mets,118,Kansas City Royals,6,7,1
717171,2023-08-01,2023,133,Oakland Athletics,119,Los Angeles Dodgers,3,7,1
717172,2023-08-01,2023,114,Cleveland Guardians,117,Houston Astros,0,2,1
717173,2023-08-01,2023,113,Cincinnati Reds,112,Chicago Cubs,9,20,1
717174,2023-08-01,2023,142,Minnesota Twins,138,St. Louis Cardinals,3,2,0
717175,2023-08-01,2023,139,Tampa Bay Rays,147,New York Yankees,5,2,0
717176,2023-08-01,2023,108,Los Angeles Angels,144,Atlanta Braves,1,5,1
717177,2023-08-01,2023,110,Baltimore Orioles,141,Toronto Blue Jays,13,3,0
717178,2023-08-01,2023,116,Detroit Tigers,134,Pittsburgh Pirates,1,4,1
717180,2023-08-01,2023,109,Arizona Diamondbacks,137,San Francisco Giants,3,4,1
717182,2023-08-01,2023,143,Philadelphia Phillies,146,Miami Marlins,3,1,0
717183,2023-08-01,2023,158,Milwaukee Brewers,120,Washington Nationals,6,4,0
717152,2023-08-02,2023,145,Chicago White Sox,140,Texas Rangers,1,11,1
717153,2023-08-02,2023,113,Cincinnati Reds,112,Chicago Cubs,6,16,1
717154,2023-08-02,2023,133,Oakland Athletics,119,Los Angeles Dodgers,1,10,1
717155,2023-08-02,2023,142,Minnesota Twins,138,St. Louis Cardinals,3,7,1
717156,2023-08-02,2023,121,New York Mets,118,Kansas City Royals,0,4,1
717157,2023-08-02,2023,110,Baltimore Orioles,141,Toronto Blue Jays,1,4,1
717158,2023-08-02,2023,135,San Diego Padres,115,Colorado Rockies,11,1,0
717159,2023-08-02,2023,143,Philadelphia Phillies,146,Miami Marlins,8,9,1
717160,2023-08-02,2023,139,Tampa Bay Rays,147,New York Yankees,2,7,1
717161,2023-08-02,2023,111,Boston Red Sox,136,Seattle Mariners,3,6,1
717162,2023-08-02,2023,158,Milwaukee Brewers,120,Washington Nationals,2,3,1
717163,2023-08-02,2023,114,Cleveland Guardians,117,Houston Astros,2,3,1
717164,2023-08-02,2023,109,Arizona Diamondbacks,137,San Francisco Giants,2,4,1
717165,2023-08-02,2023,108,Los Angeles Angels,144,Atlanta Braves,5,12,1
717166,2023-08-02,2023,116,Detroit Tigers,134,Pittsburgh Pirates,6,3,0
717137,2023-08-03,2023,133,Oakland Athletics,119,Los Angeles Dodgers,2,8,1
717142,2023-08-03,2023,117,Houston Astros,147,New York Yankees,3,4,1
717143,2023-08-03,2023,134,Pittsburgh Pirates,158,Milwaukee Brewers,1,14,1
717144,2023-08-03,2023,136,Seattle Mariners,108,Los Angeles Angels,5,3,0
717145,2023-08-03,2023,142,Minnesota Twins,138,St. Louis Cardinals,5,3,0
717146,2023-08-03,2023,113,Cincinnati Reds,112,Chicago Cubs,3,5,1
717147,2023-08-03,2023,143,Philadelphia Phillies,146,Miami Marlins,4,2,0
717148,2023-08-03,2023,121,New York Mets,118,Kansas City Royals,2,9,1
717149,2023-08-03,2023,145,Chicago White Sox,140,Texas Rangers,3,5,1
717150,2023-08-03,2023,110,Baltimore Orioles,141,Toronto Blue Jays,6,1,0
717151,2023-08-03,2023,109,Arizona Diamondbacks,137,San Francisco Giants,0,1,1
717127,2023-08-04,2023,115,Colorado Rockies,138,St. Louis Cardinals,9,4,0
717128,2023-08-04,2023,109,Arizona Diamondbacks,142,Minnesota Twins,2,3,1
717129,2023-08-04,2023,119,Los Angeles Dodgers,135,San Diego Padres,10,5,0
717130,2023-08-04,2023,136,Seattle Mariners,108,Los Angeles Angels,9,7,0
717131,2023-08-04,2023,134,Pittsburgh Pirates,158,Milwaukee Brewers,8,4,0
717132,2023-08-04,2023,145,Chicago White Sox,114,Cleveland Guardians,2,4,1
717133,2023-08-04,2023,146,Miami Marlins,140,Texas Rangers,2,6,1
717134,2023-08-04,2023,121,New York Mets,110,Baltimore Orioles,3,10,1
717135,2023-08-04,2023,139,Tampa Bay Rays,116,Detroit Tigers,8,0,0
717136,2023-08-04,2023,141,Toronto Blue Jays,111,Boston Red Sox,7,3,0
717138,2023-08-04,2023,117,Houston Astros,147,New York Yankees,7,3,0
717139,2023-08-04,2023,120,Washington Nationals,113,Cincinnati Reds,6,3,0
717140,2023-08-04,2023,118,Kansas City Royals,143,Philadelphia Phillies,7,5,0
717141,2023-08-04,2023,144,Atlanta Braves,112,Chicago Cubs,8,0,0
717109,2023-08-05,2023,136,Seattle Mariners,108,Los Angeles Angels,3,2,0
717112,2023-08-05,2023,119,Los Angeles Dodgers,135,San Diego Padres,3,8,1
717114,2023-08-05,2023,121,New York Mets,110,Baltimore Orioles,3,7,1
717115,2023-08-05,2023,145,Chicago White Sox,114,Cleveland Guardians,7,4,0
717116,2023-08-05,2023,134,Pittsburgh Pirates,158,Milwaukee Brewers,2,3,1
717117,2023-08-05,2023,137,San Francisco Giants,133,Oakland Athletics,1,2,1
717118,2023-08-05,2023,109,Arizona Diamondbacks,142,Minnesota Twins,1,12,1
717119,2023-08-05,2023,115,Colorado Rockies,138,St. Louis Cardinals,2,6,1
717120,2023-08-05,2023,120,Washington Nationals,113,Cincinnati Reds,7,3,0
717121,2023-08-05,2023,144,Atlanta Braves,112,Chicago Cubs,6,8,1
717122,2023-08-05,2023,139,Tampa Bay Rays,116,Detroit Tigers,2,4,1
717123,2023-08-05,2023,118,Kansas City Royals,143,Philadelphia Phillies,6,9,1
717124,2023-08-05,2023,146,Miami Marlins,140,Texas Rangers,8,9,1
717125,2023-08-05,2023,141,Toronto Blue Jays,111,Boston Red Sox,5,4,0
717126,2023-08-05,2023,117,Houston Astros,147,New York Yankees,1,3,1
717093,2023-08-06,2023,119,Los Angeles Dodgers,135,San Diego Padres,8,2,0
717098,2023-08-06,2023,144,Atlanta Braves,112,Chicago Cubs,4,6,1
717099,2023-08-06,2023,115,Colorado Rockies,138,St. Louis Cardinals,1,0,0
717100,2023-08-06,2023,137,San Francisco Giants,133,Oakland Athletics,6,8,1
717101,2023-08-06,2023,136,Seattle Mariners,108,Los Angeles Angels,3,2,0
717102,2023-08-06,2023,146,Miami Marlins,140,Texas Rangers,0,6,1
717103,2023-08-06,2023,139,Tampa Bay Rays,116,Detroit Tigers,10,6,0
717104,2023-08-06,2023,120,Washington Nationals,113,Cincinnati Reds,6,3,0
717105,2023-08-06,2023,134,Pittsburgh Pirates,158,Milwaukee Brewers,4,1,0
717106,2023-08-06,2023,109,Arizona Diamondbacks,142,Minnesota Twins,3,5,1
717107,2023-08-06,2023,121,New York Mets,110,Baltimore Orioles,0,2,1
717108,2023-08-06,2023,145,Chicago White Sox,114,Cleveland Guardians,5,3,0
717110,2023-08-06,2023,117,Houston Astros,147,New York Yankees,9,7,0
717111,2023-08-06,2023,141,Toronto Blue Jays,111,Boston Red Sox,13,1,0
717113,2023-08-06,2023,118,Kansas City Royals,143,Philadelphia Phillies,4,8,1
717081,2023-08-07,2023,140,Texas Rangers,133,Oakland Athletics,5,3,0
717086,2023-08-07,2023,115,Colorado Rockies,158,Milwaukee Brewers,1,12,1
717087,2023-08-07,2023,141,Toronto Blue Jays,114,Cleveland Guardians,3,1,0
717088,2023-08-07,2023,147,New York Yankees,145,Chicago White Sox,1,5,1
717089,2023-08-07,2023,118,Kansas City Royals,111,Boston Red Sox,2,6,1
717090,2023-08-07,2023,137,San Francisco Giants,108,Los Angeles Angels,8,3,0
717091,2023-08-07,2023,142,Minnesota Twins,116,Detroit Tigers,9,3,0
717092,2023-08-07,2023,112,Chicago Cubs,121,New York Mets,2,11,1
717094,2023-08-07,2023,119,Los Angeles Dodgers,135,San Diego Padres,13,7,0
717095,2023-08-07,2023,144,Atlanta Braves,134,Pittsburgh Pirates,6,7,1
717097,2023-08-07,2023,146,Miami Marlins,113,Cincinnati Reds,2,5,1
717068,2023-08-08,2023,137,San Francisco Giants,108,Los Angeles Angels,5,7,1
717069,2023-08-08,2023,140,Texas Rangers,133,Oakland Athletics,6,1,0
717072,2023-08-08,2023,135,San Diego Padres,136,Seattle Mariners,0,2,1
717073,2023-08-08,2023,119,Los Angeles Dodgers,109,Arizona Diamondbacks,5,4,0
717074,2023-08-08,2023,141,Toronto Blue Jays,114,Cleveland Guardians,0,1,1
717075,2023-08-08,2023,147,New York Yankees,145,Chicago White Sox,7,1,0
717076,2023-08-08,2023,142,Minnesota Twins,116,Detroit Tigers,0,6,1
717077,2023-08-08,2023,118,Kansas City Royals,111,Boston Red Sox,9,3,0
717078,2023-08-08,2023,115,Colorado Rockies,158,Milwaukee Brewers,7,3,0
717079,2023-08-08,2023,144,Atlanta Braves,134,Pittsburgh Pirates,8,6,0
717080,2023-08-08,2023,112,Chicago Cubs,121,New York Mets,3,2,0
717082,2023-08-08,2023,120,Washington Nationals,143,Philadelphia Phillies,4,8,1
717083,2023-08-08,2023,146,Miami Marlins,113,Cincinnati Reds,3,2,0
717084,2023-08-08,2023,117,Houston Astros,110,Baltimore Orioles,7,6,0
717085,2023-08-08,2023,138,St. Louis Cardinals,139,Tampa Bay Rays,2,4,1
717096,2023-08-08,2023,120,Washington Nationals,143,Philadelphia Phillies,5,4,0
717054,2023-08-09,2023,147,New York Yankees,145,Chicago White Sox,2,9,1
717055,2023-08-09,2023,135,San Diego Padres,136,Seattle Mariners,1,6,1
717057,2023-08-09,2023,119,Los Angeles Dodgers,109,Arizona Diamondbacks,2,0,0
717058,2023-08-09,2023,144,Atlanta Braves,134,Pittsburgh Pirates,6,5,0
717059,2023-08-09,2023,118,Kansas City Royals,111,Boston Red Sox,3,4,1
717060,2023-08-09,2023,141,Toronto Blue Jays,114,Cleveland Guardians,1,0,0
717061,2023-08-09,2023,142,Minnesota Twins,116,Detroit Tigers,5,9,1
717062,2023-08-09,2023,112,Chicago Cubs,121,New York Mets,3,4,1
717063,2023-08-09,2023,140,Texas Rangers,133,Oakland Athletics,0,2,1
717064,2023-08-09,2023,138,St. Louis Cardinals,139,Tampa Bay Rays,6,4,0
717065,2023-08-09,2023,115,Colorado Rockies,158,Milwaukee Brewers,6,7,1
717066,2023-08-09,2023,120,Washington Nationals,143,Philadelphia Phillies,0,7,1
717067,2023-08-09,2023,117,Houston Astros,110,Baltimore Orioles,8,2,0
717070,2023-08-09,2023,146,Miami Marlins,113,Cincinnati Reds,5,4,0
717071,2023-08-09,2023,137,San Francisco Giants,108,Los Angeles Angels,1,4,1
717045,2023-08-10,2023,115,Colorado Rockies,119,Los Angeles Dodgers,1,2,1
717048,2023-08-10,2023,138,St. Louis Cardinals,139,Tampa Bay Rays,5,2,0
717049,2023-08-10,2023,120,Washington Nationals,143,Philadelphia Phillies,2,6,1
717050,2023-08-10,2023,142,Minnesota Twins,116,Detroit Tigers,0,3,1
717051,2023-08-10,2023,118,Kansas City Royals,111,Boston Red Sox,0,2,1
717052,2023-08-10,2023,141,Toronto Blue Jays,114,Cleveland Guardians,3,4,1
717053,2023-08-10,2023,117,Houston Astros,110,Baltimore Orioles,4,5,1
717056,2023-08-10,2023,144,Atlanta Braves,134,Pittsburgh Pirates,5,7,1
717031,2023-08-11,2023,140,Texas Rangers,137,San Francisco Giants,2,1,0
717032,2023-08-11,2023,115,Colorado Rockies,119,Los Angeles Dodgers,1,6,1
717034,2023-08-11,2023,110,Baltimore Orioles,136,Seattle Mariners,2,9,1
717035,2023-08-11,2023,135,San Diego Padres,109,Arizona Diamondbacks,10,5,0
717036,2023-08-11,2023,158,Milwaukee Brewers,145,Chicago White Sox,7,6,0
717037,2023-08-11,2023,108,Los Angeles Angels,117,Houston Astros,3,11,1
717038,2023-08-11,2023,114,Cleveland Guardians,139,Tampa Bay Rays,8,9,1
717039,2023-08-11,2023,138,St. Louis Cardinals,118,Kansas City Royals,8,12,1
717040,2023-08-11,2023,144,Atlanta Braves,121,New York Mets,7,0,0
717041,2023-08-11,2023,112,Chicago Cubs,141,Toronto Blue Jays,6,2,0
717042,2023-08-11,2023,116,Detroit Tigers,111,Boston Red Sox,2,5,1
717043,2023-08-11,2023,133,Oakland Athletics,120,Washington Nationals,2,8,1
717044,2023-08-11,2023,142,Minnesota Twins,143,Philadelphia Phillies,2,13,1
717046,2023-08-11,2023,113,Cincinnati Reds,134,Pittsburgh Pirates,9,2,0
717047,2023-08-11,2023,147,New York Yankees,146,Miami Marlins,9,4,0
717017,2023-08-12,2023,115,Colorado Rockies,119,Los Angeles Dodgers,1,4,1
717018,2023-08-12,2023,110,Baltimore Orioles,136,Seattle Mariners,1,0,0
717019,2023-08-12,2023,138,St. Louis Cardinals,118,Kansas City Royals,5,4,0
717020,2023-08-12,2023,135,San Diego Padres,109,Arizona Diamondbacks,0,3,1
717021,2023-08-12,2023,144,Atlanta Braves,121,New York Mets,6,0,0
717022,2023-08-12,2023,108,Los Angeles Angels,117,Houston Astros,3,11,1
717023,2023-08-12,2023,158,Milwaukee Brewers,145,Chicago White Sox,3,2,0
717024,2023-08-12,2023,114,Cleveland Guardians,139,Tampa Bay Rays,5,6,1
717025,2023-08-12,2023,147,New York Yankees,146,Miami Marlins,1,3,1
717026,2023-08-12,2023,112,Chicago Cubs,141,Toronto Blue Jays,5,4,0
717028,2023-08-12,2023,142,Minnesota Twins,143,Philadelphia Phillies,8,1,0
717029,2023-08-12,2023,140,Texas Rangers,137,San Francisco Giants,9,3,0
717030,2023-08-12,2023,133,Oakland Athletics,120,Washington Nationals,2,3,1
717033,2023-08-12,2023,116,Detroit Tigers,111,Boston Red Sox,6,2,0
718371,2023-08-12,2023,144,Atlanta Braves,121,New York Mets,21,3,0
717003,2023-08-13,2023,135,San Diego Padres,109,Arizona Diamondbacks,4,5,1
717004,2023-08-13,2023,108,Los Angeles Angels,117,Houston Astros,2,1,0
717005,2023-08-13,2023,110,Baltimore Orioles,136,Seattle Mariners,5,3,0
717006,2023-08-13,2023,158,Milwaukee Brewers,145,Chicago White Sox,7,3,0
717007,2023-08-13,2023,115,Colorado Rockies,119,Los Angeles Dodgers,3,8,1
717008,2023-08-13,2023,140,Texas Rangers,137,San Francisco Giants,2,3,1
717009,2023-08-13,2023,142,Minnesota Twins,143,Philadelphia Phillies,3,0,0
717010,2023-08-13,2023,114,Cleveland Guardians,139,Tampa Bay Rays,9,2,0
717011,2023-08-13,2023,147,New York Yankees,146,Miami Marlins,7,8,1
717012,2023-08-13,2023,112,Chicago Cubs,141,Toronto Blue Jays,4,11,1
717013,2023-08-13,2023,144,Atlanta Braves,121,New York Mets,6,7,1
717014,2023-08-13,2023,116,Detroit Tigers,111,Boston Red Sox,3,6,1
717015,2023-08-13,2023,113,Cincinnati Reds,134,Pittsburgh Pirates,2,4,1
717016,2023-08-13,2023,133,Oakland Athletics,120,Washington Nationals,7,8,1
717027,2023-08-13,2023,113,Cincinnati Reds,134,Pittsburgh Pirates,6,5,0
716994,2023-08-14,2023,136,Seattle Mariners,118,Kansas City Royals,6,7,1
716995,2023-08-14,2023,133,Oakland Athletics,138,St. Louis Cardinals,5,7,1
716996,2023-08-14,2023,110,Baltimore Orioles,135,San Diego Padres,4,1,0
716997,2023-08-14,2023,108,Los Angeles Angels,140,Texas Rangers,0,12,1
716998,2023-08-14,2023,109,Arizona Diamondbacks,115,Colorado Rockies,4,6,1
716999,2023-08-14,2023,139,Tampa Bay Rays,137,San Francisco Giants,10,2,0
717000,2023-08-14,2023,117,Houston Astros,146,Miami Marlins,1,5,1
717001,2023-08-14,2023,147,New York Yankees,144,Atlanta Braves,3,11,1
717002,2023-08-14,2023,134,Pittsburgh Pirates,121,New York Mets,2,7,1
716978,2023-08-15,2023,109,Arizona Diamondbacks,115,Colorado Rockies,8,5,0
716979,2023-08-15,2023,158,Milwaukee Brewers,119,Los Angeles Dodgers,2,6,1
716980,2023-08-15,2023,110,Baltimore Orioles,135,San Diego Padres,3,10,1
716981,2023-08-15,2023,136,Seattle Mariners,118,Kansas City Royals,10,8,0
716983,2023-08-15,2023,116,Detroit Tigers,142,Minnesota Twins,3,5,1
716984,2023-08-15,2023,133,Oakland Athletics,138,St. Louis Cardinals,2,6,1
716985,2023-08-15,2023,108,Los Angeles Angels,140,Texas Rangers,3,7,1
716986,2023-08-15,2023,145,Chicago White Sox,112,Chicago Cubs,5,3,0
716987,2023-08-15,2023,147,New York Yankees,144,Atlanta Braves,0,5,1
716988,2023-08-15,2023,134,Pittsburgh Pirates,121,New York Mets,7,4,0
716989,2023-08-15,2023,139,Tampa Bay Rays,137,San Francisco Giants,0,7,1
716990,2023-08-15,2023,143,Philadelphia Phillies,141,Toronto Blue Jays,1,2,1
716991,2023-08-15,2023,117,Houston Astros,146,Miami Marlins,6,5,0
716992,2023-08-15,2023,114,Cleveland Guardians,113,Cincinnati Reds,3,0,0
716993,2023-08-15,2023,111,Boston Red Sox,120,Washington Nationals,5,4,0
716962,2023-08-16,2023,158,Milwaukee Brewers,119,Los Angeles Dodgers,1,7,1
716963,2023-08-16,2023,136,Seattle Mariners,118,Kansas City Royals,6,5,0
716965,2023-08-16,2023,110,Baltimore Orioles,135,San Diego Padres,2,5,1
716967,2023-08-16,2023,143,Philadelphia Phillies,141,Toronto Blue Jays,9,4,0
716968,2023-08-16,2023,145,Chicago White Sox,112,Chicago Cubs,3,4,1
716969,2023-08-16,2023,133,Oakland Athletics,138,St. Louis Cardinals,8,0,0
716970,2023-08-16,2023,147,New York Yankees,144,Atlanta Braves,0,2,1
716971,2023-08-16,2023,108,Los Angeles Angels,140,Texas Rangers,2,0,0
716972,2023-08-16,2023,117,Houston Astros,146,Miami Marlins,12,5,0
716973,2023-08-16,2023,114,Cleveland Guardians,113,Cincinnati Reds,2,7,1
716974,2023-08-16,2023,134,Pittsburgh Pirates,121,New York Mets,3,8,1
716975,2023-08-16,2023,139,Tampa Bay Rays,137,San Francisco Giants,6,1,0
716976,2023-08-16,2023,116,Detroit Tigers,142,Minnesota Twins,8,7,0
716977,2023-08-16,2023,109,Arizona Diamondbacks,115,Colorado Rockies,9,7,0
716982,2023-08-16,2023,111,Boston Red Sox,120,Washington Nationals,2,6,1
716957,2023-08-17,2023,109,Arizona Diamondbacks,135,San Diego Padres,3,1,0
716958,2023-08-17,2023,121,New York Mets,138,St. Louis Cardinals,4,2,0
716961,2023-08-17,2023,158,Milwaukee Brewers,119,Los Angeles Dodgers,0,1,1
716964,2023-08-17,2023,136,Seattle Mariners,118,Kansas City Royals,6,4,0
716966,2023-08-17,2023,111,Boston Red Sox,120,Washington Nationals,7,10,1
716942,2023-08-18,2023,109,Arizona Diamondbacks,135,San Diego Padres,0,4,1
716944,2023-08-18,2023,110,Baltimore Orioles,133,Oakland Athletics,9,4,0
716945,2023-08-18,2023,139,Tampa Bay Rays,108,Los Angeles Angels,9,6,0
716946,2023-08-18,2023,146,Miami Marlins,119,Los Angeles Dodgers,11,3,0
716947,2023-08-18,2023,145,Chicago White Sox,115,Colorado Rockies,1,14,1
716948,2023-08-18,2023,136,Seattle Mariners,117,Houston Astros,2,0,0
716949,2023-08-18,2023,137,San Francisco Giants,144,Atlanta Braves,0,4,1
716950,2023-08-18,2023,158,Milwaukee Brewers,140,Texas Rangers,9,8,0
716951,2023-08-18,2023,134,Pittsburgh Pirates,142,Minnesota Twins,1,5,1
716952,2023-08-18,2023,121,New York Mets,138,St. Louis Cardinals,7,1,0
716953,2023-08-18,2023,111,Boston Red Sox,147,New York Yankees,8,3,0
716954,2023-08-18,2023,141,Toronto Blue Jays,113,Cincinnati Reds,0,1,1
716955,2023-08-18,2023,118,Kansas City Royals,112,Chicago Cubs,4,3,0
716956,2023-08-18,2023,116,Detroit Tigers,114,Cleveland Guardians,4,2,0
716959,2023-08-18,2023,116,Detroit Tigers,114,Cleveland Guardians,1,4,1
716960,2023-08-18,2023,143,Philadelphia Phillies,120,Washington Nationals,7,8,1
716909,2023-08-19,2023,146,Miami Marlins,119,Los Angeles Dodgers,1,3,1
716915,2023-08-19,2023,139,Tampa Bay Rays,108,Los Angeles Angels,6,7,1
716919,2023-08-19,2023,109,Arizona Diamondbacks,135,San Diego Padres,6,4,0
716925,2023-08-19,2023,139,Tampa Bay Rays,108,Los Angeles Angels,18,4,0
716926,2023-08-19,2023,146,Miami Marlins,119,Los Angeles Dodgers,1,3,1
716930,2023-08-19,2023,110,Baltimore Orioles,133,Oakland Athletics,7,2,0
716931,2023-08-19,2023,109,Arizona Diamondbacks,135,San Diego Padres,8,1,0
716932,2023-08-19,2023,136,Seattle Mariners,117,Houston Astros,10,3,0
716933,2023-08-19,2023,145,Chicago White Sox,115,Colorado Rockies,5,11,1
716934,2023-08-19,2023,137,San Francisco Giants,144,Atlanta Braves,5,6,1
716935,2023-08-19,2023,141,Toronto Blue Jays,113,Cincinnati Reds,4,3,0
716936,2023-08-19,2023,134,Pittsburgh Pirates,142,Minnesota Twins,7,4,0
716937,2023-08-19,2023,118,Kansas City Royals,112,Chicago Cubs,4,6,1
716938,2023-08-19,2023,158,Milwaukee Brewers,140,Texas Rangers,6,1,0
716939,2023-08-19,2023,116,Detroit Tigers,114,Cleveland Guardians,4,3,0
716940,2023-08-19,2023,121,New York Mets,138,St. Louis Cardinals,13,2,0
716941,2023-08-19,2023,143,Philadelphia Phillies,120,Washington Nationals,12,3,0
716943,2023-08-19,2023,111,Boston Red Sox,147,New York Yankees,8,1,0
716914,2023-08-20,2023,110,Baltimore Orioles,133,Oakland Athletics,12,1,0
716916,2023-08-20,2023,145,Chicago White Sox,115,Colorado Rockies,10,5,0
716917,2023-08-20,2023,118,Kansas City Royals,112,Chicago Cubs,3,4,1
716918,2023-08-20,2023,158,Milwaukee Brewers,140,Texas Rangers,6,2,0
716920,2023-08-20,2023,136,Seattle Mariners,117,Houston Astros,7,6,0
716921,2023-08-20,2023,121,New York Mets,138,St. Louis Cardinals,3,7,1
716922,2023-08-20,2023,116,Detroit Tigers,114,Cleveland Guardians,4,1,0
716923,2023-08-20,2023,134,Pittsburgh Pirates,142,Minnesota Twins,0,2,1
716924,2023-08-20,2023,141,Toronto Blue Jays,113,Cincinnati Reds,10,3,0
716927,2023-08-20,2023,137,San Francisco Giants,144,Atlanta Braves,4,3,0
716928,2023-08-20,2023,111,Boston Red Sox,147,New York Yankees,6,5,0
716929,2023-08-20,2023,143,Philadelphia Phillies,120,Washington Nationals,3,4,1
716904,2023-08-21,2023,118,Kansas City Royals,133,Oakland Athletics,4,6,1
716905,2023-08-21,2023,136,Seattle Mariners,145,Chicago White Sox,14,2,0
716906,2023-08-21,2023,140,Texas Rangers,109,Arizona Diamondbacks,3,4,1
716907,2023-08-21,2023,146,Miami Marlins,135,San Diego Padres,2,6,1
716908,2023-08-21,2023,111,Boston Red Sox,117,Houston Astros,4,9,1
716910,2023-08-21,2023,121,New York Mets,144,Atlanta Braves,10,4,0
716911,2023-08-21,2023,137,San Francisco Giants,143,Philadelphia Phillies,4,10,1
716912,2023-08-21,2023,138,St. Louis Cardinals,134,Pittsburgh Pirates,1,11,1
716913,2023-08-21,2023,112,Chicago Cubs,116,Detroit Tigers,7,6,0
716887,2023-08-22,2023,146,Miami Marlins,135,San Diego Padres,3,0,0
716888,2023-08-22,2023,118,Kansas City Royals,133,Oakland Athletics,4,5,1
716889,2023-08-22,2023,140,Texas Rangers,109,Arizona Diamondbacks,3,6,1
716891,2023-08-22,2023,121,New York Mets,144,Atlanta Braves,2,3,1
716892,2023-08-22,2023,113,Cincinnati Reds,108,Los Angeles Angels,4,3,0
716893,2023-08-22,2023,136,Seattle Mariners,145,Chicago White Sox,6,3,0
716894,2023-08-22,2023,142,Minnesota Twins,158,Milwaukee Brewers,3,7,1
716895,2023-08-22,2023,111,Boston Red Sox,117,Houston Astros,3,7,1
716896,2023-08-22,2023,112,Chicago Cubs,116,Detroit Tigers,6,8,1
716897,2023-08-22,2023,119,Los Angeles Dodgers,114,Cleveland Guardians,3,8,1
716898,2023-08-22,2023,115,Colorado Rockies,139,Tampa Bay Rays,4,12,1
716899,2023-08-22,2023,137,San Francisco Giants,143,Philadelphia Phillies,3,4,1
716900,2023-08-22,2023,120,Washington Nationals,147,New York Yankees,2,1,0
716901,2023-08-22,2023,138,St. Louis Cardinals,134,Pittsburgh Pirates,3,6,1
716902,2023-08-22,2023,141,Toronto Blue Jays,110,Baltimore Orioles,6,3,0
716874,2023-08-23,2023,141,Toronto Blue Jays,110,Baltimore Orioles,0,7,1
716875,2023-08-23,2023,119,Los Angeles Dodgers,114,Cleveland Guardians,6,1,0
716875,2023-08-23,2023,119,Los Angeles Dodgers,114,Cleveland Guardians,6,1,0
716876,2023-08-23,2023,121,New York Mets,144,Atlanta Braves,0,7,1
716877,2023-08-23,2023,120,Washington Nationals,147,New York Yankees,1,9,1
716878,2023-08-23,2023,111,Boston Red Sox,117,Houston Astros,7,5,0
716879,2023-08-23,2023,137,San Francisco Giants,143,Philadelphia Phillies,8,6,0
716880,2023-08-23,2023,115,Colorado Rockies,139,Tampa Bay Rays,5,6,1
716881,2023-08-23,2023,136,Seattle Mariners,145,Chicago White Sox,4,5,1
716882,2023-08-23,2023,142,Minnesota Twins,158,Milwaukee Brewers,7,8,1
716883,2023-08-23,2023,146,Miami Marlins,135,San Diego Padres,0,4,1
716884,2023-08-23,2023,118,Kansas City Royals,133,Oakland Athletics,4,0,0
716885,2023-08-23,2023,112,Chicago Cubs,116,Detroit Tigers,6,4,0
716886,2023-08-23,2023,138,St. Louis Cardinals,134,Pittsburgh Pirates,6,4,0
716890,2023-08-23,2023,113,Cincinnati Reds,108,Los Angeles Angels,9,4,0
716903,2023-08-23,2023,113,Cincinnati Reds,108,Los Angeles Angels,7,3,0
716864,2023-08-24,2023,133,Oakland Athletics,145,Chicago White Sox,8,5,0
716865,2023-08-24,2023,141,Toronto Blue Jays,110,Baltimore Orioles,3,5,1
716867,2023-08-24,2023,140,Texas Rangers,142,Minnesota Twins,5,7,1
716868,2023-08-24,2023,113,Cincinnati Reds,109,Arizona Diamondbacks,2,3,1
716869,2023-08-24,2023,115,Colorado Rockies,139,Tampa Bay Rays,3,5,1
716870,2023-08-24,2023,112,Chicago Cubs,134,Pittsburgh Pirates,5,4,0
716871,2023-08-24,2023,119,Los Angeles Dodgers,114,Cleveland Guardians,9,3,0
716872,2023-08-24,2023,120,Washington Nationals,147,New York Yankees,6,5,0
716873,2023-08-24,2023,111,Boston Red Sox,117,Houston Astros,17,1,0
716850,2023-08-25,2023,140,Texas Rangers,142,Minnesota Twins,2,12,1
716851,2023-08-25,2023,113,Cincinnati Reds,109,Arizona Diamondbacks,8,10,1
716852,2023-08-25,2023,144,Atlanta Braves,137,San Francisco Giants,5,1,0
716853,2023-08-25,2023,118,Kansas City Royals,136,Seattle Mariners,5,7,1
716854,2023-08-25,2023,147,New York Yankees,139,Tampa Bay Rays,6,2,0
716855,2023-08-25,2023,108,Los Angeles Angels,121,New York Mets,3,1,0
716856,2023-08-25,2023,133,Oakland Athletics,145,Chicago White Sox,12,4,0
716857,2023-08-25,2023,135,San Diego Padres,158,Milwaukee Brewers,3,7,1
716858,2023-08-25,2023,117,Houston Astros,116,Detroit Tigers,1,4,1
716859,2023-08-25,2023,115,Colorado Rockies,110,Baltimore Orioles,4,5,1
